32,Il buio oltre la siepe (Audiobook) ,-,In una cittadina del profondo Sud degli Stati Uniti__ l'onesto avvocato Atticus Finch è incaricato della difesa d'ufficio di un "negro" accusato di violenza carnale; riuscirà a dimostrarne l'innocenza__ ma l'uomo sarà ugualmente condannato a morte.  La vicenda è raccontata dalla piccola Scout__ la figlia di Atticus__ testimone e protagonista di fatti che nella loro atrocità e violenza non riescono mai a essere più grandi di lei. "Il buio oltre la siepe" è il romanzo consigliato da Barack Obama contro ogni razzismo e discriminazione.,[22],2018,9,B07HQXD5N3,1,local=il-buio-oltre-la-siep.jpg,[17],Audiobook
31,Il buio oltre la siepe (ePub),-,“L’unica cosa che non è sottoposta alla legge della maggioranza è la coscienza di un uomo” In un sonnolento paese del profondo Sud degli Stati Uniti l’avvocato Atticus Finch è incaricato della difesa d’ufficio di un afroamericano accusato di aver stuprato una ragazza bianca. Riuscirà a dimostrarne l’innocenza__ ma il diffuso__ duro pregiudizio razzista della cittadina renderà vano il suo impegno. Questo__ in poche righe__ l’episodio centrale di un romanzo che da quando è stato pubblicato__ oltre cinquant’anni fa__ non ha più smesso di appassionare non soltanto i lettori degli Stati Uniti__ ma quelli di tutti i paesi del mondo. Quale il segreto della forza di questo libro? La sua voce narrante__ che è quella della piccola Scout__ la figlia di Atticus__ una Huckleberry Finn in salopette che ci racconta la storia di Maycomb in Alabama__ della propria famiglia__ delle pettegole signore della buona società che vorrebbero farla diventare una di loro__ di bianchi e neri per lei tutti uguali__ e della battaglia paterna per salvare la vita di un innocente. ,[22],2019,16,B07TNVQSVN,1,local=il_buio.jpg,[17],ePub
33,Il mago di Oz,-,Travolta da un ciclone__ Dorothy si ritrova all'improvviso in un meraviglioso paese popolato da streghe buone e cattive. Se vuole tornare a casa__ deve seguire il sentiero giallo che la porterà fino al regno del grande Mago di Oz. Durante il cammino affronta avventure e avversità__ ma incontra anche nuovi amici__ come lo Spaventapasseri__ il Boscaiolo di Latta e il Leone Codardo__ Hanno tutti una richiesta per il Grande e Terribile Mago di Oz... ma lui avrà il potere di esaudirli?,[23],2014,17,978-8851118150,3,local=il_mago.jpg,[16],Paper Book
23,Il sentiero dei nidi di ragno,-,La storia di Pin__ bambino sbandato__ passato come per caso dai giochi violenti dell'infanzia alla dura realtà della guerra partigiana. Il primo romanzo di Italo Calvino.,[19],2012,7,978-8804668039,3,local=il_sentiero.jpg,[17],Paper Book
9,Kafka sulla spiaggia (ePub),-,Un ragazzo di quindici anni__ maturo e determinato come un adulto__ e un vecchio con l'ingenuità e il candore di un bambino__ si allontanano dallo stesso quartiere di Tokyo diretti a Takamatsu__ nel Sud del Giappone. Il primo__ che ha scelto come pseudonimo Kafka__ è in fuga dal padre__ uno scultore geniale e satanico. Mentre il secondo__ Nakata__ fugge dalla scena di un delitto nel quale è stato coinvolto contro la sua volontà. Seguendo percorsi paralleli__ che non tarderanno a sovrapporsi__ il vecchio e il ragazzo avanzano nella nebbia dell'incomprensibile__ schivando numerosi ostacoli__ ognuno proteso verso un obiettivo che ignora ma che rappresenterà il compimento del proprio destino. Inquietante__ avvincente e visionario__ Kafka sulla spiaggia è il romanzo che consacra Murakami come uno dei piú grandi narratori contemporanei.,[13],2020,8,B00BSIR9IO,1,local=kafka.jpg,[17],ePub
18,L'animale morente,-,David Kepesh__ professore universitario di critica letteraria__ è malato di desiderio__ e la sua malattia si chiama Consuela Castillo__ una ragazza cubana__ alta e bellissima__ di ventiquattro anni__ che sconvolge la sua vita nel modo piú tragico e inaspettato. Sotto la penna magistrale di Philip Roth__ figure di uomini e donne ricche di cruda sensualità ridisegnano in modo nuovo l'immutata fragilità degli esseri umani.,[14],2013,8,978-8806218027,1,local=Lanimale-morente-Philip-Roth-Einaudi-1.jpg,[17],Paper Book
19,L'animale morente (ePub),-,David Kepesh__ professore universitario di critica letteraria__ è malato di desiderio__ e la sua malattia si chiama Consuela Castillo__ una ragazza cubana__ alta e bellissima__ di ventiquattro anni__ che sconvolge la sua vita nel modo piú tragico e inaspettato. Sotto la penna magistrale di Philip Roth__ figure di uomini e donne ricche di cruda sensualità ridisegnano in modo nuovo l'immutata fragilità degli esseri umani.,[14],2010,8,B005VOCT22,1,local=Lanimale-morente-Philip-Roth-Einaudi-1.jpg,[17],ePub
22,L'avversario,-,"Il 9 gennaio 1993 Jean-Claude Romand ha ucciso la moglie__ i figli e i genitori__ poi ha tentato di suicidarsi__ ma invano. L'inchiesta ha rivelato che non era affatto un medico come sosteneva e__ cosa ancor più difficile da credere__ che non era nient'altro. Da diciott'anni mentiva__ e quella menzogna non nascondeva assolutamente nulla. Sul punto di essere scoperto__ ha preferito sopprimere le persone il cui sguardo non sarebbe riuscito a sopportare. È stato condannato all'ergastolo. Sono entrato in contatto con lui e ho assistito al processo. Ho cercato di raccontare con precisione__ giorno per giorno__ quella vita di solitudine__ di impostura e di assenza. Di immaginare che cosa passasse per la testa di quell'uomo durante le lunghe ore vuote__ senza progetti e senza testimoni__ che tutti presumevano trascorresse al lavoro__ e che trascorreva invece nel parcheggio di un'autostrada o nei boschi del Giura. Di capire__ infine__ che cosa__ in un'esperienza umana tanto estrema__ mi abbia così profondamente turbato - e turbi__ credo__ ciascuno di noi." (Emmanuel Carrère),[18],2012,12,978-8845927867,2,local=Lavversario.jpg,[7;5;17],Paper Book
15,Lamento di Portnoy,-,Alex Portnoy ha trentrè anni ed è commissario aggiunto della Commissione per lo sviluppo delle risorse umane del Comune di New York. Nel lavoro è abile__ intransigente__ stimato. Il libro riporta il monologo di Alex che__ dall'analista ripercorre la sua vita per capire perché è travolto dai desideri che ripugnano alla "mia coscienza e da una coscienza che ripugna ai miei desideri".,[14],2014,8,978-8806220037,1,local=lamento-di-portnoy-di-Philip-roth.jpg,[17],Paper Book
17,Lamento di Portnoy (Audiobook),-,Ironico e dissacrante__ Alex Portnoy ripercorre sul divano dell'analista le ossessioni morbose della sua vita__ in un racconto esilarante del conflitto tra desideri e coscienza. Con il suo linguaggio forte ed esplicito__ il monologo è un pirotecnico inno alla libertà.,[14],2016,9,B01NCP31GQ,1,local=lamento-dipportno.jpg,[17],Audiobook
16,Lamento di Portnoy (ePub),-,Travolto da desideri che ripugnano alla coscienza e da una coscienza che ripugna ai desideri__ Alex Portnoy ripercorre con l'analista la propria esistenza__ a partire dalla famiglia ebraica. Quel che gli interessa piú di tutto__ però__ è il sesso: dopo un'adolescenza trascorsa chiuso in bagno__ Alex si butta in una storia dietro l'altra__ sempre con ragazze non ebree__ quasi che penetrandole potesse penetrarne anche l'ambiente sociale. «Questa è la mia vita__ la mia unica vita__ e la sto vivendo da protagonista di una barzelletta ebraica».,[14],2013,8,B00AYZN652,1,local=lamento-di-portnoy-di-Philip-roth.jpg,[17],ePub
20,Le particelle elementari,-,Michel Djerzinski e Bruno Clément sono fratellastri e sembrano essere accomunati unicamente dall'abbandono della madre. Michel è uno scienziato dedito alla biologia molecolare e vicino al Nobel. Un uomo che ha dedicato la sua esistenza agli studi scientifici che lo hanno portato all'isolamento e all'impermeabilità a qualunque emozione. Il suo sogno è riuscire a clonare gli esseri umani così da poter garantire a essi una vita perfetta. Bruno è un insegnante__ attirato dal sesso in modo morboso__ costretto dalla malattia a entrare e uscire dalle cliniche psichiatriche. Sia la morbosità patologica di Bruno sia l'asettica razionalità di Michel sono il risultato dell'ambiente che li circonda: un mondo fatto di solitudini e dominato dal caso in cui i desideri sembrano scaturire dagli spot pubblicitari. Nella descrizione di questo quadro apocalittico__ nell'aridità di questa umanità scarnificata si intravedono scenari futuri dai risvolti inquietanti. Uno sguardo disincantato sul corpo agonizzante della civiltà occidentale che ricorda scrittori d'oltreoceano come DeLillo__ Carver__ D.F. Wallace e T.C. Boyle.,[15],2015,10,978-8845278822,1,local=le_particelle copia.jpg,[17],Paper Book
5,Nel paese delle ultime cose,-,Immaginate un posto dove le persone (la nonna__ il droghiere__ il vicino di casa) e gli oggetti (le auto__ lo spazzolino__ la caffettiera__ la gomma da cancellare) sono a rischio di estinzione. Una mattina ti alzi e non c'è più il postino o lo schiaccianoci. E non solo il tuo__ ma quello di tutti. Qualsiasi rimasuglio diventa allora l'oggetto più prezioso del mondo__ soprattutto per i "cacciatori di oggetti"__ persone in grado di uccidere per accaparrarsi__ che so__ un mozzicone di matita. La prima edizione italiana di questo romanzo è stata pubblicata nel 1996 da Guanda.,[12],2013,8,978-8806239176,3,local=nel_paese.jpg,[2;17],Paper Book
6,Nel paese delle ultime cose (ePub),-,Anna Blume era partita alla ricerca del fratello giornalista__ scomparso senza lasciare traccia durante un reportage__ ed è approdata nel Paese delle ultime cose: ormai per lei e per tutti non c'è piú possibilità di salvezza__ di fuga. La definitiva catastrofe si è compiuta ma nonostante tutto Anna resiste e si aggrappa a tutte le sue forze per sopravvivere salvando in qualche luogo della sua coscienza una traccia di irrinunciabile umanità__ una testimonianza di amicizia__ persino d'amore. E con essa la voglia di raccontare e conservare la memoria di quanto accaduto affinché anche gli altri sappiano. Con evidenti richiami alla letteratura fantastica__ al noir__ ma anche appellandosi alla nostra storia recente__ Nel paese delle ultime cose è un tour de force crudo e affascinante che rivela via via la sua intenzione provocatoria: scrivere il romanzo del ventesimo secolo__ le tappe di un viaggio infernale con i suoi moderni dannati.,[12],2013,8,B00BR8QAHQ,1,local=nel_paese.jpg,[2;17],ePub
10,Norwegian wood,Tokio blues,Uno dei più clamorosi successi letterari giapponesi di tutti i tempi è anche il libro più intimo__ introspettivo di Murakami__ che qui si stacca dalle atmosfere oniriche e surreali che lo hanno reso famoso__ per esplorare il mondo in ombra dei sentimenti e della solitudine. Norwegian Wood è anche un grande romanzo sull'adolescenza__ sul conflitto tra il desiderio di essere integrati nel mondo degli "altri" per entrare vittoriosi nella vita adulta e il bisogno irrinunciabile di essere se stessi__ costi quel costi. Come il giovane Holden__ Toru è continuamente assalito dal dubbio di aver sbagliato o poter sbagliare nelle sue scelte di vita e di amore__ ma è anche guidato da un ostinato e personale senso della morale e da un'istintiva avversione per tutto ciò che sa di finto e costruito. Diviso tra due ragazze__ Naoko e Midori__ che lo attirano entrambe con forza irresistibile__ Toru non può fare altro che decidere. O aspettare che la vita (e la morte) decidano per lui.,[13],2013,8,978-8806216467,3,local=norw.jpg,[17],Paper Book
11,Norwegian wood,Tokio blues,Uno dei piú clamorosi successi letterari giapponesi di tutti i tempi è anche il libro piú intimo__ introspettivo di Murakami__ che qui si stacca dalle atmosfere oniriche e surreali che lo hanno reso famoso__ per esplorare il mondo in ombra dei sentimenti e della solitudine. Norwegian Wood è anche un grande romanzo sull'adolescenza__ sul conflitto tra il desiderio di essere integrati nel mondo degli «altri» per entrare vittoriosi nella vita adulta e il bisogno irrinunciabile di essere se stessi__ costi quel costi. Come il giovane Holden__ Toru è continuamente assalito dal dubbio di aver sbagliato o poter sbagliare nelle sue scelte di vita e di amore__ ma è anche guidato da un ostinato e personale senso della morale e da un'istintiva avversione per tutto ciò che sa di finto e costruito. Diviso tra due ragazze__ Naoko e Midori__ che lo attirano entrambe con forza irresistibile__ Toru non può fare altro che decidere. O aspettare che la vita (e la morte) decidano per lui.,[13],2012,8,B00AOGSQ88,1,local=norw.jpg,[17],ePub
25,Panino al prosciutto,-,Tra le periferie di una Los Angeles prostrata dalla Grande Depressione degli anni Trenta__ Henry Chinaski vive il suo romanzo di formazione__ le inquietudini di adolescente ribelle alle prese con l’incapacità di venire a patti con il mondo che lo circonda e con il suo stesso bruciante desiderio di libertà. Isolato tanto in famiglia quanto tra i suoi coetanei__ picchiato dal padre e deriso da quelli che vorrebbe come amici__ incapace di avvicinarsi all’universo femminile__ Chinaski compie con rabbia la sua crescita intellettuale e sentimentale: in pochi anni brucia le illusioni di ricchezza e benessere del padre così come il perbenismo della madre__ rifiuta una per una le proprie amicizie__ affronta beffardamente la frustrazione dei suoi primi desideri d’amore. Ma allo stesso tempo scopre la biblioteca pubblica e la compagnia impareggiabile dei libri__ il conforto dell’alcol__ l’inutilità della scuola e le possibilità di riscatto riservategli dalla scrittura. Panino al prosciutto è quindi soprattutto la storia di un affrancamento dalla casa del padre e dal mondo di tutti i padri__ un viaggio adolescenziale verso la libertà che l’autore ci narra con il suo stile unico__ acre__ sarcastico__ ma anche sottilmente e teneramente disperato.,[20],2017,14,978-8850245420,3,local=charles-bukowski-panino-al-prosciutto-9788850245420-1.jpg,[7;17],Paper Book
26,Panino al prosciutto (ePub),-,Tra le periferie di una Los Angeles prostrata dalla Grande Depressione degli anni Trenta__ Henry Chinaski vive il suo romanzo di formazione__ le inquietudini di adolescente ribelle alle prese con l’incapacità di venire a patti con il mondo che lo circonda e con il suo stesso bruciante desiderio di libertà. Isolato tanto in famiglia quanto tra i suoi coetanei__ picchiato dal padre e deriso da quelli che vorrebbe come amici__ incapace di avvicinarsi all’universo femminile__ Chinaski compie con rabbia la sua crescita intellettuale e sentimentale: in pochi anni brucia le illusioni di ricchezza e benessere del padre così come il perbenismo della madre__ rifiuta una per una le proprie amicizie__ affronta beffardamente la frustrazione dei suoi primi desideri d’amore. Ma allo stesso tempo scopre la biblioteca pubblica e la compagnia impareggiabile dei libri__ il conforto dell’alcol__ l’inutilità della scuola e le possibilità di riscatto riservategli dalla scrittura. Panino al prosciutto è quindi soprattutto la storia di un affrancamento dalla casa del padre e dal mondo di tutti i padri__ un viaggio adolescenziale verso la libertà che l’autore ci narra con il suo stile unico__ acre__ sarcastico__ ma anche sottilmente e teneramente disperato.,[20],2016,13,B01I59YF08,1,local=panino.jpg,[7;17],ePub
12,Pastorale americana,-,Seymour Levov è un ricco americano di successo: al liceo lo chiamano «lo Svedese». Ciò che pare attenderlo negli anni Cinquanta è una vita di successi professionali e gioie familiari. Finché le contraddizioni del conflitto in Vietnam non coinvolgono anche lui e l'adorata figlia Merry__ decisa a portare la guerra in casa__ letteralmente. Un libro sull'amore e sull'odio per l'America__ sul desiderio di appartenere a un sogno di pace__ prosperità e ordine__ sul rifiuto dell'ipocrisia e della falsità celate in quello stesso sogno.,[14],2012,8,978-8806218034,3,local=Pastorale.jpg,[17],Paper Book
14,Pastorale americana (Audiobook),-,"Lo Svedese" è un soprannome magico al liceo di Newark__ New Jersey. Appartiene a Seymour Levov__ il ragazzo che tutti vorrebbero essere. Alto__ biondo__ atletico__ ebreo__ Levov eccelle nel baseball e - nell' America degli anni '50 - è destinato ad eccellere nella vita: il successo professionale__ quello famigliare__ la villetta borghese. ,[14],2016,9,B01LXR60VG,1,local=pastorale_audio.jpg,[17],Audiobook
13,Pastorale americana (ePub),-,Seymour Levov è un ricco americano di successo: al liceo lo chiamano «lo Svedese». Ciò che pare attenderlo negli anni Cinquanta è una vita di successi professionali e gioie familiari. Finché le contraddizioni del conflitto in Vietnam non coinvolgono anche lui e l'adorata figlia Merry__ decisa a portare la guerra in casa__ letteralmente. Un libro sull'amore e sull'odio per l'America__ sul desiderio di appartenere a un sogno di pace__ prosperità e ordine__ sul rifiuto dell'ipocrisia e della falsità celate in quello stesso sogno.,[14],2012,8,B00AK0ZS48,1,local=Pastorale.jpg,[17],ePub
27,Post office (ePub),-,«Non potevo fare a meno di pensare__ Dio mio__ questi postini__ non fanno altro che infilare le loro lettere nelle cassette e scopare. Questo è il lavoro che fa per me__ oh__ sì__ sì__ sì.» Il paradiso sognato da Henri Chinaski__ appena assunto nell’amministrazione postale americana__ viene brutalmente corretto dalla dura realtà dei sobborghi di Los Angeles__ dove si muove un’umanità degradata__ carica di rabbia. Tuttavia Chinaski non si lascia travolgere dalla squallida routine né schiacciare dai regolamenti__ anzi__ intensifica il ritmo sincopato della sua vita allo sbando con colossali bevute. E così scorrono le istantanee__ sfocate e mosse__ di donne__ dalla calda e accogliente Betty all’insaziabile texana Joyce__ sposata quasi per caso__ a Fay__ contestatrice hippy che darà a Henry una figlia per poi sparire con lei in una remota comunità. E mentre sullo sfondo si accendono i bagliori di un’imprecisata rivolta nei sobborghi neri della città__ Henry passa attraverso la trafila di ammonizioni e procedimenti disciplinari per ubriachezza molesta fino all’inevitabile licenziamento__ coronato da una sbornia liberatoria. «La mattina dopo era mattina e io ero ancora vivo. Forse scriverò un romanzo__ pensai. E lo scrissi.»,[20],2017,13,B01MZ97KGT,1,local=postoff.jpg,[7;17],ePub
28,Stoner,-,William Stoner ha una vita che sembra essere assai piatta e desolata. Non si allontana mai per più di centocinquanta chilometri da Booneville__ il piccolo paese rurale in cui è nato; mantiene lo stesso lavoro per tutta la vita; per quasi quarant’anni è infelicemente sposato alla stessa donna; ha sporadici contatti con l’amata figlia e per i suoi genitori è un estraneo; per sua ammissione ha soltanto due amici__ uno dei quali morto in gioventù. Non sembra materia troppo promettente per un romanzo e tuttavia__ in qualche modo__ quasi miracoloso__ John Williams fa della vita di William Stoner una storia appassionante__ profonda e straziante. Come riesce l’autore in questo miracolo letterario? A oggi ho letto Stoner tre volte e non sono del tutto certo di averne colto il segreto__ ma alcuni aspetti del libro mi sono apparsi chiari. E la verità è che si possono scrivere dei pessimi romanzi su delle vite emozionanti e che la vita più silenziosa__ se esaminata con affetto__ compassione e grande cura__ può fruttare una straordinaria messe letteraria. È il caso che abbiamo davanti. La prima volta che l’ho letto sono rimasto sbalordito dalla qualità della scrittura__ dalla sua pacatezza e sensibilità__ dalla sua implacabile chiarezza abbinata a un tocco quanto mai delicato. Dio si nasconde nei dettagli e in questo libro i dettagli ci sono tutti: la narrazione volteggia sopra la vita di Stoner e cattura ogni volta i momenti di una realtà complessa con limpida durezza [...]__ e attraversa con leggera grazia il cuore del lettore__ ma la traccia che lascia è indelebile e profonda.,[21],2012,15,978-8893257008,3,local=Stoner-John-Edward-Williams-Fazi-Editore.jpg,[7;17],Paper Book
2,The Martian,-,Un astronauta viene bloccato su Marte dopo che la sua squadra lo ha ritenuto morto e deve fare affidamento sulla sua ingegnosità per trovare un modo per segnalare alla Terra di essere vivo.,[2],2015,7,0-325-432615-7,2,local=martian.jpg,[2],PDF
3,UML Distilled Third Edition,A Brief Guide to the Standard Object Modeling  Language,More than 300__000 developers have benefited from past editions of UML Distilled . This third edition is the best resource for quick__ no-nonsense insights into understanding and using UML 2.0 and prior versions of the UML.  Some readers will want to quickly get up to speed with the UML 2.0 and learn the essentials of the UML. Others will use this book as a handy__ quick reference to the most common parts of the UML. The author delivers on both of these promises in a short__ concise__ and focused presentation.  This book describes all the major UML diagram types__ what they're used for__ and the basic notation involved in creating and deciphering them. These diagrams include class__ sequence__ object__ package__ deployment__ use case__ state machine__ activity__ communication__ composite structure__ component__ interaction overview__ and timing diagrams. The examples are clear and the explanations cut to the fundamental design logic.  If you are like most developers__ you don't have time to keep up with all the new innovations in software engineering. This new edition of Fowler's classic work gets you acquainted with some of the best thinking about efficient object-oriented software design using the UML--in a convenient format that will be essential to anyone who designs software professionally.,[7],2004,4,0-321-19368-7,0,local=uml_distilled.jpg,[3;21],ePub
24,Una stanza piena di gente ,-,Il 27 ottobre 1977__ la polizia di Columbus__ Ohio__ arresta il ventiduenne Billy Milligan con l'accusa di aver rapito__ violentato e rapinato tre studentesse universitarie. Billy ha vari precedenti penali e contro di lui ci sono prove schiaccianti. Ma__ durante la perizia psichiatrica richiesta dalla difesa__ emerge una verità sconcertante: Billy soffre di un gravissimo disturbo dissociativo dell'identità. Nella sua mente «vivono» ben 10 personalità distinte__ che interagiscono tra loro__ prendono di volta in volta il sopravvento e spingono Billy a comportarsi in maniera imprevedibile. Nel corso del processo si manifestano il gelido Arthur__ 22 anni__ che legge e scrive l'arabo; il timoroso Danny__ 14 anni__ che dipinge solo nature morte; il violento Ragen__ 23 anni__ iugoslavo__ che parla serbo-croato ed è un esperto di karaté; la sensibilissima Christene__ 3 anni__ che sa scrivere e disegnare__ ma soffre di dislessia; e poi Alien__ Tommy__ David__ Adalana e Christopher. Così__ per la prima volta nella storia giudiziaria americana__ il tribunale emette una sentenza di non colpevolezza per infermità mentale. Tuttavia Billy rimane un rebus irrisolto fino a quando__ durante il ricovero in un istituto specializzato__ a poco a poco non affiorano altre 14 identità autonome__ tra cui spicca «il Maestro»__ la sintesi della vita e dei ricordi di tutti i 23 alter ego. E proprio grazie alla sua collaborazione è stato possibile scrivere questo libro.,[17],2009,11,978-8842914365,3,local=Una_stanza.jpg,[7;17],Paper Book
